repo,scanner,dimension,rule_id,severity,package_name,package_version,package_type,fixed_versions,description,source_file,line
Flowise,grype,dependencies,GHSA-f7gr-6p89-r883,Medium,svelte,4.2.18,npm,5.51.5,Svelte affected by cross-site scripting via spread attributes in Svelte SSR,,
Flowise,grype,dependencies,GHSA-m56q-vw4c-c2cp,Medium,svelte,4.2.18,npm,5.51.5,Svelte SSR does not validate dynamic element tag names in `<svelte:element>`,,
Flowise,grype,dependencies,GHSA-qffp-2rhf-9h96,High,tar,6.2.0,npm,7.5.10,tar has Hardlink Path Traversal via Drive-Relative Linkpath,,
Flowise,grype,dependencies,GHSA-8qq5-rm4j-mr97,High,tar,6.2.0,npm,7.5.3,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,,
Flowise,grype,dependencies,GHSA-4992-7rv2-5pvq,Medium,undici,5.28.4,npm,6.24.0,Undici has CRLF Injection in undici via `upgrade` option,,
Flowise,grype,dependencies,GHSA-4992-7rv2-5pvq,Medium,undici,6.23.0,npm,6.24.0,Undici has CRLF Injection in undici via `upgrade` option,,
Flowise,grype,dependencies,GHSA-83g3-92jg-28cx,High,tar,6.2.0,npm,7.5.8,Arbitrary File Read/Write via Hardlink Target Escape Through Symlink Chain in node-tar Extraction,,
Flowise,grype,dependencies,GHSA-jqfw-vq24-v9c3,Low,vite,4.5.2,npm,5.4.20,Vite's `server.fs` settings were not applied to HTML files,,
Flowise,grype,dependencies,GHSA-jqfw-vq24-v9c3,Low,vite,5.1.6,npm,5.4.20,Vite's `server.fs` settings were not applied to HTML files,,
Flowise,grype,dependencies,GHSA-vpq2-c234-7xj6,Low,@tootallnate/once,1.1.2,npm,3.0.1,@tootallnate/once vulnerable to Incorrect Control Flow Scoping,,
Flowise,grype,dependencies,GHSA-vpq2-c234-7xj6,Low,@tootallnate/once,2.0.0,npm,3.0.1,@tootallnate/once vulnerable to Incorrect Control Flow Scoping,,
Flowise,grype,dependencies,GHSA-38r7-794h-5758,Low,webpack,5.90.3,npm,5.104.0,webpack buildHttp HttpUriPlugin allowedUris bypass via HTTP redirects → SSRF + cache persistence,,
Flowise,grype,dependencies,GHSA-8fgc-7cc6-rx7x,Low,webpack,5.90.3,npm,5.104.1,webpack buildHttp: allowedUris allow-list bypass via URL userinfo (@) leading to build-time SSRF behavior,,
Flowise,grype,dependencies,GHSA-76c9-3jph-rj3q,Low,on-headers,1.0.2,npm,1.1.0,on-headers is vulnerable to http response header manipulation,,
Flowise,grype,dependencies,GHSA-44fc-8fm5-q62h,Critical,convict,6.2.4,npm,6.2.5,Convict has Prototype Pollution via startsWith() function,,
Flowise,grype,dependencies,GHSA-hf2r-9gf9-rwch,Critical,convict,6.2.4,npm,6.2.5,"Convict has prototype pollution via load(), loadFile(), and schema initialization",,
Flowise,grype,dependencies,GHSA-2v35-w6hq-6mfw,High,@xmldom/xmldom,0.8.10,npm,0.8.13,xmldom: Uncontrolled recursion in XML serialization leads to DoS,,
Flowise,grype,dependencies,GHSA-f6ww-3ggp-fr8h,High,@xmldom/xmldom,0.8.10,npm,0.8.13,xmldom has XML injection through unvalidated DocumentType serialization,,
Flowise,grype,dependencies,GHSA-j759-j44w-7fr8,High,@xmldom/xmldom,0.8.10,npm,0.8.13,xmldom has XML node injection through unvalidated comment serialization,,
Flowise,grype,dependencies,GHSA-x6wf-f3px-wcqx,High,@xmldom/xmldom,0.8.10,npm,0.8.13,xmldom has XML node injection through unvalidated processing instruction serialization,,
Flowise,grype,dependencies,GHSA-6v7q-wjvx-w8wg,High,basic-ftp,5.0.5,npm,5.2.2,basic-ftp: Incomplete CRLF Injection Protection Allows Arbitrary FTP Command Execution via Credentials and MKD Commands,,
Flowise,grype,dependencies,GHSA-rp42-5vxx-qpwr,High,basic-ftp,5.0.5,npm,5.3.0,basic-ftp vulnerable to denial of service via unbounded memory consumption in Client.list(),,
Flowise,grype,dependencies,GHSA-5c6j-r48x-rmvq,High,serialize-javascript,4.0.0,npm,7.0.3,Serialize JavaScript is Vulnerable to RCE via RegExp.flags and Date.prototype.toISOString(),,
Flowise,grype,dependencies,GHSA-5c6j-r48x-rmvq,High,serialize-javascript,6.0.2,npm,7.0.3,Serialize JavaScript is Vulnerable to RCE via RegExp.flags and Date.prototype.toISOString(),,
Flowise,grype,dependencies,GHSA-39q2-94rc-95cp,Medium,dompurify,3.2.6,npm,3.4.0,DOMPurify's ADD_TAGS function form bypasses FORBID_TAGS due to short-circuit evaluation,,
Flowise,grype,dependencies,GHSA-cj63-jhhr-wcxv,Medium,dompurify,3.2.6,npm,3.3.2,DOMPurify USE_PROFILES prototype pollution allows event handlers,,
Flowise,grype,dependencies,GHSA-cjmm-f4jc-qw8r,Medium,dompurify,3.2.6,npm,3.3.2,DOMPurify ADD_ATTR predicate skips URI validation,,
Flowise,grype,dependencies,GHSA-crv5-9vww-q3g8,Medium,dompurify,3.2.6,npm,3.4.0,DOMPurify has a SAFE_FOR_TEMPLATES bypass in RETURN_DOM mode,,
Flowise,grype,dependencies,GHSA-h7mw-gpvr-xq4m,Medium,dompurify,3.2.6,npm,3.4.0,DOMPurify: FORBID_TAGS bypassed by function-based ADD_TAGS predicate (asymmetry with FORBID_ATTR fix),,
Flowise,grype,dependencies,GHSA-h8r8-wccr-v5f2,Medium,dompurify,3.2.6,npm,3.3.2,DOMPurify is vulnerable to mutation-XSS via Re-Contextualization,,
Flowise,grype,dependencies,GHSA-v9jr-rg53-9pgp,Medium,dompurify,3.2.6,npm,3.4.0,DOMPurify: Prototype Pollution to XSS Bypass via CUSTOM_ELEMENT_HANDLING Fallback,,
Flowise,grype,dependencies,GHSA-39q2-94rc-95cp,Medium,dompurify,3.3.3,npm,3.4.0,DOMPurify's ADD_TAGS function form bypasses FORBID_TAGS due to short-circuit evaluation,,
Flowise,grype,dependencies,GHSA-crv5-9vww-q3g8,Medium,dompurify,3.3.3,npm,3.4.0,DOMPurify has a SAFE_FOR_TEMPLATES bypass in RETURN_DOM mode,,
Flowise,grype,dependencies,GHSA-h7mw-gpvr-xq4m,Medium,dompurify,3.3.3,npm,3.4.0,DOMPurify: FORBID_TAGS bypassed by function-based ADD_TAGS predicate (asymmetry with FORBID_ATTR fix),,
Flowise,grype,dependencies,GHSA-v9jr-rg53-9pgp,Medium,dompurify,3.3.3,npm,3.4.0,DOMPurify: Prototype Pollution to XSS Bypass via CUSTOM_ELEMENT_HANDLING Fallback,,
Flowise,grype,dependencies,GHSA-67mh-4wv8-2f99,Medium,esbuild,0.18.20,npm,0.25.0,esbuild enables any website to send any requests to the development server and read the response,,
Flowise,grype,dependencies,GHSA-67mh-4wv8-2f99,Medium,esbuild,0.19.12,npm,0.25.0,esbuild enables any website to send any requests to the development server and read the response,,
Flowise,grype,dependencies,GHSA-gh4j-gqv2-49f6,Medium,fast-xml-parser,4.2.5,npm,5.7.0,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,,
Flowise,grype,dependencies,GHSA-gh4j-gqv2-49f6,Medium,fast-xml-parser,4.4.1,npm,5.7.0,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,,
Flowise,grype,dependencies,GHSA-gh4j-gqv2-49f6,Medium,fast-xml-parser,5.2.5,npm,5.7.0,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,,
Flowise,grype,dependencies,GHSA-gh4j-gqv2-49f6,Medium,fast-xml-parser,5.4.1,npm,5.7.0,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,,
Flowise,grype,dependencies,GHSA-r4q5-vmmm-2653,Medium,follow-redirects,1.15.6,npm,1.16.0,follow-redirects leaks Custom Authentication Headers to Cross-Domain Redirect Targets,,
Flowise,grype,dependencies,GHSA-7rx3-28cr-v5wh,Medium,handlebars,4.7.8,npm,4.7.9,Handlebars.js has a Prototype Method Access Control Gap via Missing __lookupSetter__ Blocklist Entry,,
Flowise,grype,dependencies,GHSA-rr7j-v2q5-chgv,Medium,langsmith,0.2.8,npm,0.5.19,LangSmith SDK: Streaming token events bypass output redaction,,
Flowise,grype,dependencies,GHSA-rr7j-v2q5-chgv,Medium,langsmith,0.3.34,npm,0.5.19,LangSmith SDK: Streaming token events bypass output redaction,,
Flowise,grype,dependencies,GHSA-rr7j-v2q5-chgv,Medium,langsmith,0.4.12,npm,0.5.19,LangSmith SDK: Streaming token events bypass output redaction,,
Flowise,grype,dependencies,GHSA-rr7j-v2q5-chgv,Medium,langsmith,0.5.7,npm,0.5.19,LangSmith SDK: Streaming token events bypass output redaction,,
Flowise,grype,dependencies,GHSA-vvjj-xcjg-gr5g,Medium,nodemailer,7.0.11,npm,8.0.5,Nodemailer Vulnerable to SMTP Command Injection via CRLF in Transport name Option (EHLO/HELO),,
Flowise,grype,dependencies,GHSA-w5hq-g745-h8pq,Medium,uuid,10.0.0,npm,14.0.0,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,,
Flowise,grype,dependencies,GHSA-w5hq-g745-h8pq,Medium,uuid,3.4.0,npm,14.0.0,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,,
Flowise,grype,dependencies,GHSA-6475-r3vj-m8vf,Low,@smithy/config-resolver,2.1.5,npm,4.4.0,AWS SDK for JavaScript v3 adopted defense in depth enhancement for region parameter value,,
Flowise,grype,dependencies,GHSA-6475-r3vj-m8vf,Low,@smithy/config-resolver,4.0.1,npm,4.4.0,AWS SDK for JavaScript v3 adopted defense in depth enhancement for region parameter value,,
Flowise,grype,dependencies,GHSA-6475-r3vj-m8vf,Low,@smithy/config-resolver,4.1.4,npm,4.4.0,AWS SDK for JavaScript v3 adopted defense in depth enhancement for region parameter value,,
Flowise,grype,dependencies,GHSA-6475-r3vj-m8vf,Low,@smithy/config-resolver,4.1.5,npm,4.4.0,AWS SDK for JavaScript v3 adopted defense in depth enhancement for region parameter value,,
Flowise,grype,dependencies,GHSA-442j-39wm-28r2,Low,handlebars,4.7.8,npm,4.7.9,Handlebars.js has a Property Access Validation Bypass in container.lookup,,
Flowise,grype,dependencies,GHSA-c7w3-x93f-qmm8,Low,nodemailer,7.0.11,npm,8.0.4,Nodemailer has SMTP command injection due to unsanitized `envelope.size` parameter,,
Flowise,codeql,source,js/incomplete-multi-character-sanitization,7.8,,,,,"This string may still contain [<script](1), which may cause an HTML element injection vulnerability.",packages/components/nodes/tools/MCP/Pipedream/PipedreamMCP.ts,285
Flowise,codeql,source,js/incomplete-sanitization,7.8,,,,,This replaces only the first occurrence of '\]'.,packages/components/nodes/sequentialagents/commonUtils.ts,146
FlowiseChatEmbed,grype,dependencies,GHSA-fjxv-7rqg-78g4,Critical,form-data,4.0.1,npm,4.0.4,form-data uses unsafe random function in form-data for choosing boundary,,
FlowiseChatEmbed,grype,dependencies,GHSA-fjxv-7rqg-78g4,Critical,form-data,4.0.1,npm,4.0.4,form-data uses unsafe random function in form-data for choosing boundary,,
FlowiseChatEmbed,grype,dependencies,GHSA-g5hg-p3ph-g8qg,High,multer,1.4.5-lts.1,npm,2.0.1,Multer vulnerable to Denial of Service via unhandled exception,,
FlowiseChatEmbed,grype,dependencies,GHSA-g5hg-p3ph-g8qg,High,multer,1.4.5-lts.1,npm,2.0.1,Multer vulnerable to Denial of Service via unhandled exception,,
FlowiseChatEmbed,grype,dependencies,GHSA-jr5f-v2jv-69x6,High,axios,1.7.7,npm,1.8.2,axios Requests Vulnerable To Possible SSRF and Credential Leakage via Absolute URL,,
FlowiseChatEmbed,grype,dependencies,GHSA-jr5f-v2jv-69x6,High,axios,1.7.7,npm,1.8.2,axios Requests Vulnerable To Possible SSRF and Credential Leakage via Absolute URL,,
FlowiseChatEmbed,grype,dependencies,GHSA-rhx6-c78j-4q9w,High,path-to-regexp,0.1.10,npm,0.1.12,path-to-regexp contains a ReDoS,,
FlowiseChatEmbed,grype,dependencies,GHSA-rhx6-c78j-4q9w,High,path-to-regexp,0.1.10,npm,0.1.12,path-to-regexp contains a ReDoS,,
FlowiseChatEmbed,grype,dependencies,GHSA-hj76-42vx-jwp4,High,seroval,0.5.1,npm,1.4.1,seroval Affected by Prototype Pollution via JSON Deserialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-hj76-42vx-jwp4,High,seroval,0.5.1,npm,1.4.1,seroval Affected by Prototype Pollution via JSON Deserialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-44fp-w29j-9vj5,High,multer,1.4.5-lts.1,npm,2.0.0,Multer vulnerable to Denial of Service via memory leaks from unclosed streams,,
FlowiseChatEmbed,grype,dependencies,GHSA-44fp-w29j-9vj5,High,multer,1.4.5-lts.1,npm,2.0.0,Multer vulnerable to Denial of Service via memory leaks from unclosed streams,,
FlowiseChatEmbed,grype,dependencies,GHSA-4hjh-wcwx-xvwj,High,axios,1.7.7,npm,1.12.0,Axios is vulnerable to DoS attack through lack of data size check,,
FlowiseChatEmbed,grype,dependencies,GHSA-4hjh-wcwx-xvwj,High,axios,1.7.7,npm,1.12.0,Axios is vulnerable to DoS attack through lack of data size check,,
FlowiseChatEmbed,grype,dependencies,GHSA-67hx-6x53-jw92,Critical,@babel/traverse,7.23.0,npm,7.23.2,Babel vulnerable to arbitrary code execution when compiling specifically crafted malicious code,,
FlowiseChatEmbed,grype,dependencies,GHSA-67hx-6x53-jw92,Critical,@babel/traverse,7.23.0,npm,7.23.2,Babel vulnerable to arbitrary code execution when compiling specifically crafted malicious code,,
FlowiseChatEmbed,grype,dependencies,GHSA-3rxj-6cgf-8cfw,High,seroval,0.5.1,npm,1.4.1,seroval Affected by Remote Code Execution via JSON Deserialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-3rxj-6cgf-8cfw,High,seroval,0.5.1,npm,1.4.1,seroval Affected by Remote Code Execution via JSON Deserialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-3qxh-p7jc-5xh6,High,solid-js,1.7.1,npm,1.9.4,Solid Lacks Escaping of HTML in JSX Fragments allows for Cross-Site Scripting (XSS),,
FlowiseChatEmbed,grype,dependencies,GHSA-3qxh-p7jc-5xh6,High,solid-js,1.7.1,npm,1.9.4,Solid Lacks Escaping of HTML in JSX Fragments allows for Cross-Site Scripting (XSS),,
FlowiseChatEmbed,grype,dependencies,GHSA-5528-5vmv-3xc2,High,multer,1.4.5-lts.1,npm,2.1.1,Multer Vulnerable to Denial of Service via Uncontrolled Recursion,,
FlowiseChatEmbed,grype,dependencies,GHSA-5528-5vmv-3xc2,High,multer,1.4.5-lts.1,npm,2.1.1,Multer Vulnerable to Denial of Service via Uncontrolled Recursion,,
FlowiseChatEmbed,grype,dependencies,GHSA-3xgq-45jj-v275,High,cross-spawn,7.0.3,npm,7.0.5,Regular Expression Denial of Service (ReDoS) in cross-spawn,,
FlowiseChatEmbed,grype,dependencies,GHSA-968p-4wvh-cqc8,Medium,@babel/helpers,7.23.1,npm,7.26.10,Babel has inefficient RegExp complexity in generated code with .replace when transpiling named capturing groups,,
FlowiseChatEmbed,grype,dependencies,GHSA-968p-4wvh-cqc8,Medium,@babel/helpers,7.23.1,npm,7.26.10,Babel has inefficient RegExp complexity in generated code with .replace when transpiling named capturing groups,,
FlowiseChatEmbed,grype,dependencies,GHSA-43fc-jf86-j433,High,axios,1.7.7,npm,1.13.5,Axios is Vulnerable to Denial of Service via __proto__ Key in mergeConfig,,
FlowiseChatEmbed,grype,dependencies,GHSA-43fc-jf86-j433,High,axios,1.7.7,npm,1.13.5,Axios is Vulnerable to Denial of Service via __proto__ Key in mergeConfig,,
FlowiseChatEmbed,grype,dependencies,GHSA-37ch-88jc-xwx2,High,path-to-regexp,0.1.10,npm,0.1.13,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters,,
FlowiseChatEmbed,grype,dependencies,GHSA-37ch-88jc-xwx2,High,path-to-regexp,0.1.10,npm,0.1.13,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters,,
FlowiseChatEmbed,grype,dependencies,GHSA-r5fr-rjxr-66jc,High,lodash,4.17.21,npm,4.18.0,lodash vulnerable to Code Injection via `_.template` imports key names,,
FlowiseChatEmbed,grype,dependencies,GHSA-r5fr-rjxr-66jc,High,lodash,4.17.21,npm,4.18.0,lodash vulnerable to Code Injection via `_.template` imports key names,,
FlowiseChatEmbed,grype,dependencies,GHSA-4pg4-qvpc-4q3h,High,multer,1.4.5-lts.1,npm,2.0.0,Multer vulnerable to Denial of Service from maliciously crafted requests,,
FlowiseChatEmbed,grype,dependencies,GHSA-4pg4-qvpc-4q3h,High,multer,1.4.5-lts.1,npm,2.0.0,Multer vulnerable to Denial of Service from maliciously crafted requests,,
FlowiseChatEmbed,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.13.0,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
FlowiseChatEmbed,grype,dependencies,GHSA-6rw7-vpxm-498p,Medium,qs,6.13.0,npm,6.14.1,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,,
FlowiseChatEmbed,grype,dependencies,GHSA-3p68-rc4w-qgx5,Medium,axios,1.7.7,npm,1.15.0,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,,
FlowiseChatEmbed,grype,dependencies,GHSA-3p68-rc4w-qgx5,Medium,axios,1.7.7,npm,1.15.0,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,,
FlowiseChatEmbed,grype,dependencies,GHSA-3j22-8qj3-26mx,High,seroval,0.5.1,npm,1.4.1,Seroval affected by Denial of Service via Deeply Nested Objects,,
FlowiseChatEmbed,grype,dependencies,GHSA-3j22-8qj3-26mx,High,seroval,0.5.1,npm,1.4.1,Seroval affected by Denial of Service via Deeply Nested Objects,,
FlowiseChatEmbed,grype,dependencies,GHSA-66fc-rw6m-c2q6,High,seroval,0.5.1,npm,1.4.1,Seroval affected by Denial of Service via Array serialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-66fc-rw6m-c2q6,High,seroval,0.5.1,npm,1.4.1,Seroval affected by Denial of Service via Array serialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-hx9m-jf43-8ffr,High,seroval,0.5.1,npm,1.4.1,seroval affected by Denial of Service via RegExp serialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-hx9m-jf43-8ffr,High,seroval,0.5.1,npm,1.4.1,seroval affected by Denial of Service via RegExp serialization,,
FlowiseChatEmbed,grype,dependencies,GHSA-xxjr-mmjv-4gpg,Medium,lodash,4.17.21,npm,4.17.23,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,,
FlowiseChatEmbed,grype,dependencies,GHSA-xxjr-mmjv-4gpg,Medium,lodash,4.17.21,npm,4.17.23,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,,
FlowiseChatEmbed,grype,dependencies,GHSA-w7fw-mjwx-w883,Low,qs,6.13.0,npm,6.14.2,qs's arrayLimit bypass in comma parsing allows denial of service,,
FlowiseChatEmbed,grype,dependencies,GHSA-w7fw-mjwx-w883,Low,qs,6.13.0,npm,6.14.2,qs's arrayLimit bypass in comma parsing allows denial of service,,
FlowiseChatEmbed,grype,dependencies,GHSA-v52c-386h-88mc,High,multer,1.4.5-lts.1,npm,2.1.0,Multer vulnerable to Denial of Service via resource exhaustion,,
FlowiseChatEmbed,grype,dependencies,GHSA-v52c-386h-88mc,High,multer,1.4.5-lts.1,npm,2.1.0,Multer vulnerable to Denial of Service via resource exhaustion,,
FlowiseChatEmbed,grype,dependencies,GHSA-xf7r-hgr6-v32p,High,multer,1.4.5-lts.1,npm,2.1.0,Multer vulnerable to Denial of Service via incomplete cleanup,,
FlowiseChatEmbed,grype,dependencies,GHSA-xf7r-hgr6-v32p,High,multer,1.4.5-lts.1,npm,2.1.0,Multer vulnerable to Denial of Service via incomplete cleanup,,
FlowiseChatEmbed,grype,dependencies,GHSA-fvcv-3m26-pcqx,Medium,axios,1.7.7,npm,1.15.0,Axios has Unrestricted Cloud Metadata Exfiltration via Header Injection Chain,,
FlowiseChatEmbed,grype,dependencies,GHSA-fvcv-3m26-pcqx,Medium,axios,1.7.7,npm,1.15.0,Axios has Unrestricted Cloud Metadata Exfiltration via Header Injection Chain,,
